Date,BrandName,ProductName,Reason,Company
2016-08-05T00:00:00.0000000,Hospira,"0.25% BUPIVACAINE HYDROCHLORIDE INJECTION, USP ",Due to the presence of particulate matter,Hospira
2016-08-05T00:00:00.0000000,Multiple brand names,Turmeric powder ,Elevated lead levels,"Gel Spice, Inc."
2016-08-05T00:00:00.0000000,Country Home,Gourmet Chocolate Chunk Salted Caramel Cookies ,May contain small pieces of metal fragments,Country Home
2016-08-05T00:00:00.0000000,"JM Exotic Foods, Inc.",Ground Turmeric ,Elevated levels of lead,"JM Exotic Foods, Inc."
2016-08-04T00:00:00.0000000,O Organics,Organic Vegetable Tray ,"Undeclared egg, milk, and soy",Mann Packing
2016-08-03T00:00:00.0000000,Grassfields Cheese LLC,"Gouda, Onion ‘n Garlic, Country Dill, Leyden, Edam, Lamont Cheddar, Fait Gras and Polkton Corners Cheeses ",Shiga toxin-producing E. coli (STEC),Whole Foods Market
2016-08-02T00:00:00.0000000,Teva Pharmaceuticals,Amikacin Sulfate Injection USP ,Due to potential contamination with glass particulate matter,Teva Pharmaceuticals
2016-08-01T00:00:00.0000000,Comfort Shield,Barrier Cream Cloths ,Due to product contamination with Burkholderia cepacia,Sage Products
2016-07-30T00:00:00.0000000,Just,Baking mixes ,Salmonella,Hampton Creek
2016-07-29T00:00:00.0000000,OSSIE’s,Ready-to-eat Herring Salads ,Listeria monocytogenes,SM Fish Corp.
2016-07-29T00:00:00.0000000,Chapel Hill Creamery,Cheese products ,Salmonella,Chapel Hill Creamery
2016-07-29T00:00:00.0000000,Kitchen cravings,Mixed Berry Parfait and Strawberry Parfait ,Undeclared (traces of) peanuts,"Kwik Trip, Inc."
2016-07-28T00:00:00.0000000,Fresh Finds,Turmeric powder ,Elevated lead levels,"Gel Spice, Inc."
2016-07-28T00:00:00.0000000,Watts Brothers Farms,"Organic Greens Peas, Mixed Vegetables and Super Sweet Corn ",Listeria monocytogenes,Conagra Foods
2016-07-26T00:00:00.0000000,Meijer and Markets of Meijer,Salads and Sandwiches ,Salmonella,Meijer
2016-07-26T00:00:00.0000000,n/a,Ready-to-eat sandwiches ,Listeria monocytogenes,"Let's Do Lunch, Inc. dba Integrated Food Service (IFS)"
2016-07-25T00:00:00.0000000,"Gold Medal, Signature Kitchens",Flour ,E. Coli,General Mills
2016-07-22T00:00:00.0000000,Weis,"Bakery products: muffins, cookies, shortbread and baked bread items ",Potential presence of small metal fragments,Weis Markets
2016-07-22T00:00:00.0000000,Kitchen cravings,Mixed Berry Parfait and Strawberry Parfait ,Undeclared (traces of) peanuts,"Kwik Trip, Inc"
2016-07-22T00:00:00.0000000,IQF,Cut Green Beans ,Listeria monocytogenes,"JML Ingredients, Inc."
2016-07-21T00:00:00.0000000,Talon Compounding Pharmacy (TCP),HCG and Sermorelin ,Lack of sterility assurance,Talon Compounding Pharmacy (TCP)
2016-07-20T00:00:00.0000000,GFS,Honey roasted peanuts ,Undeclared pecans,"Krispak, Inc"
2016-07-20T00:00:00.0000000,Hy-Vee,No-Salt-Added Black Beans ,Potential presence of plastic and/or metal pieces,"Hy-Vee, Inc."
2016-07-20T00:00:00.0000000,Peony Mark,Biscuits ,Undeclared Milk and unallowed color Ponceau 4R (E124),Starway Incorporated
2016-07-19T00:00:00.0000000,Agave Dream,Cappuccino Ice cream ,Listeria monocytogenes,Agave Dream
2016-07-18T00:00:00.0000000,Theo,SALTED ALMOND 70% DARK CHOCOLATE ,Undeclared Milk,Undeclared Milk
2016-07-16T00:00:00.0000000,P.F. Chang’s,Home meals ,Presence of small metal fragments,ConAgra Foods
2016-07-15T00:00:00.0000000,Rugby,"Diocto Liquid, docusate sodium solution ",Burkholderia cepacia contamination,PharmaTech LLC
2016-07-15T00:00:00.0000000,Tippin's,Key Lime Pie ,Undeclared peanut,"Tippin's Gourmet Pies, LLC"
2016-07-15T00:00:00.0000000,"Hyvee, La Preferida and more",No-Salt-Added Black Beans ,Potential presence of plastic and/or metal pieces,"Faribault Foods, Inc."
2016-07-14T00:00:00.0000000,Poppers,Mozzarella Cheese Sticks ,Undeclared egg,"Monogram Appetizers, LLC"
2016-07-13T00:00:00.0000000,Marie Callender's,Biscuit Mix ,E. coli O121,International Commissary Corporation
2016-07-12T00:00:00.0000000,Golden Dipt,Jalapeno Breader ,E. coli O121,Kerry Inc.
2016-07-12T00:00:00.0000000,Snack Factory,Pretzel Crisps ,Undeclared milk,"Baptista’s Bakery, Inc."
2016-07-11T00:00:00.0000000,Betty Crocker,Cake Mix ,E. coli O121,General Mills
2016-07-11T00:00:00.0000000,"Alere INRatio, Alere INRatio2",Monitoring System ,Patients with certain medical conditions should not be tested with the system,Alere
2016-07-09T00:00:00.0000000,Krusteaz,Pancake Mix ,May be contaminated with E. coli O121,Continental Mills
2016-07-09T00:00:00.0000000,Kroger,Deluxe S'mores Ice Cream ,Undeclared Peanut Allergen,The Kroger Co.
2016-07-06T00:00:00.0000000,"Choklad Mork, Choklad Lingon & Blabar, Godis, more",Candy ,"Undeclared Milk, Almond, and/or Hazelnut","IKEA N.A. Services, LLC"
2016-07-06T00:00:00.0000000,Evie's,Cheddar Potato Salad ,Listeria monocytogenes,Hearn Kirkwood
2016-07-01T00:00:00.0000000,Cumberland Farms,SEA SALT CARAMEL DELIGHTS ,Undeclared Peanut Allergen,Cumberland Farms
2016-07-01T00:00:00.0000000,Dream Body,Dietary Supplement ,Unapproved new drug,Dream Body Weight Loss
2016-07-01T00:00:00.0000000,"Gold Medal, Wondra, and Signature Kitchens",Flour ,E. coli O121,General Mills
2016-07-01T00:00:00.0000000,Euro,Custard Cake ,Undeclared Milk,Eastland Food Corp
2016-06-30T00:00:00.0000000,Sundae Shop,"Ice Cream Dipped ""Variety"" Cones ",Undeclared Peanut Allergen,Mister Cookie Face LLC
2016-06-30T00:00:00.0000000,General Mills,Indian Curry ,Listeria monocytogenes,General Mills
2016-06-24T00:00:00.0000000,GFS,Cheesecakes ,Undeclared peanuts,The Father's Table
2016-06-24T00:00:00.0000000,Fresh Market,Smoked TFM Supreme Nut Mix Bags ,Undeclared peanuts and soy,Creative Snack Co.
2016-06-24T00:00:00.0000000,"Snack Shoppe, Figi's, Nature's Mix",Snack Mixes ,Due to Listeria monocytogenes contamination,"Figi’s Companies, Inc."
2016-06-24T00:00:00.0000000,CHOKLAND MORK and CHOKLAND MORK 70%,Dark Chocolate Bars ,"Undeclared milk, hazelnut and almond","IKEA N.A. Services, LLC"
2016-06-24T00:00:00.0000000,Purina Lamb Grower,Purina Animal Nutrition LLC ,Elevated Copper Levels,Purina Animal Nutrition LLC
2016-06-23T00:00:00.0000000,Honey Maid,Mondelēz Global LLC ,Undeclared peanut,Mondelēz Global LLC
2016-06-23T00:00:00.0000000,Rad Cat,Raw cat food ,"Salmonella, Listeria monocytogenes","Radagast Pet Food, Inc."
2016-06-23T00:00:00.0000000,Michael’s Naturopathic Programs,Dietary Supplements ,Undeclared milk and soy,Michael’s Naturopathic Programs
2016-06-23T00:00:00.0000000,Atlantic Spice Co.,"Sunflower Seeds Roasted Salted, Tropical Mix and Cranberry Health Mix snacks ",Listeria monocytogenes,Atlantic Spice Company Inc.
2016-06-22T00:00:00.0000000,Bolthouse Farms,Protein beverages ,Due to possible spoilage,Bolthouse Farms
2016-06-22T00:00:00.0000000,Lance,Oyster crackers ,Undeclared peanut,"Snyder’s – Lance, Inc."
2016-06-21T00:00:00.0000000,Whole Foods Market,Raw Macadamias ,Salmonella,"Marin Foods Specialties, Inc."
2016-06-21T00:00:00.0000000,Al Rasheed,Sardine ,Potential for botulism,Greenland Trading Corporation
2016-06-21T00:00:00.0000000,C & W,Early Harvest Petite Peas and Petite Peas ,Listeria monocytogenes,Pinnacle Foods Inc.
2016-06-21T00:00:00.0000000,"Dutch Treat Foods, Inc.",Sweet Pea Pasta Salad ,Listeria monocytogenes,"Dutch Treat Foods, Inc."
2016-06-21T00:00:00.0000000,Tippin's,Key Lime Pie ,Undeclared Peanut,"Tippin's Gourmet Pies, LLC"
2016-06-21T00:00:00.0000000,Spartan (for cheese cake),cheese cake ,Undeclared peanut,SpartanNash
2016-06-20T00:00:00.0000000,"Bountiful Harvest, First Street, Great Value, more",Frozen green peas and frozen mixed vegetables ,Listeria monocytogenes,National Frozen Foods Corporation
2016-06-19T00:00:00.0000000,Integrated Food Service,Ready-To-Eat Sandwiches ,Listeria monocytogenes,"Let's Do Lunch, Inc., DBA Integrated Food Service"
2016-06-18T00:00:00.0000000,Whole Foods,Pesto Pasta Salad with Arugula ,Listeria monocytogenes,Green Cuisine
2016-06-17T00:00:00.0000000,Muscle Milk,Multiple varieties of Muscle Milk ,Potential for premature product spoilage,HP Hood LLC
2016-06-17T00:00:00.0000000,GMJ Natural Products,"Jugo Moringa Plus Antioxidant, dietary supplement ",Undeclared Milk and Soy Lecithin,GMJ Natural Products Inc.
2016-06-17T00:00:00.0000000,Earnest Eats,Dark Chocolate Almond Chewy Granola Bars ,Listeria monocytogenes,Earnest Eats
2016-06-17T00:00:00.0000000,Gardner Pie Company,Cheesecakes and Key Lime Pies ,Undeclared Peanut,Gardner Pie Company
2016-06-17T00:00:00.0000000,Fresh Express,Caesar Salad Kits ,Undeclared Walnuts,Fresh Express Incorporated
2016-06-17T00:00:00.0000000,Molly & Drew,Beer Bread Mix ,e.coli O121,Molly & Drew
2016-06-16T00:00:00.0000000,Kashi Go Lean and Bear Naked,Snack Bars and Granola ,Listeria monocytogenes,Kashi Company
2016-06-16T00:00:00.0000000,Zupan's Markets,Macaroni Salad with Cheddar Cheese ,Listeria monocytogenes,Zupan's Markets
2016-06-16T00:00:00.0000000,Globespun,4 Varieties of Flavored Wraps ,Listeria monocytogenes,Essential Foods Inc.
2016-06-16T00:00:00.0000000,Crescent,Raw Pistachios ,Salmonella contamination,Crescent Specialty Foods Inc.
2016-06-16T00:00:00.0000000,HelloFresh,Frozen Peas ,Listeria monocytogenes,HelloFresh
2016-06-16T00:00:00.0000000,Armour Snackmakers,Keebler Animal Crackers ,Undeclared Peanut Residue,Armour-Eckrich Meats LLC
2016-06-15T00:00:00.0000000,None,Chocolate flavored cookies ,Undeclared Milk,Sinosharp Import & Export Co.
2016-06-15T00:00:00.0000000,Doritos,Spicy Sweet Chili Doritos tortilla chips ,Undeclared Milk,Frito-Lay
2016-06-14T00:00:00.0000000,Tosi,Cappuccino Crunch SuperBites ,Undeclared Milk & Soy,Simple Health LLC
2016-06-14T00:00:00.0000000,COMBOS,Baked Pretzel & Cracker Snacks ,Undeclared Peanut,MARS Chocolate North America
2016-06-13T00:00:00.0000000,"Mother's, Keebler, Kellogg's Special K brownies, Murray and Famous Amos",Snacks and Cookies ,Undeclared Peanut,Kellogg Company
2016-06-13T00:00:00.0000000,Honey Bunchies,Gourmet Honey Bars ,Listeria monocytogenes,"Honey Bunchie, LLC"
2016-06-13T00:00:00.0000000,Creative Snacks Co.,Sunflower Seeds and Trail Mixes ,Listeria monocytogenes,Creative Snacks Co.
2016-06-10T00:00:00.0000000,BOUNCE,Protein Energy Balls ,Listeria monocytogenes,Bounce USA
2016-06-10T00:00:00.0000000,nogii,Nuts About Berries Paleo Bars ,Listeria monocytogenes,NoGii
2016-06-10T00:00:00.0000000,Rold Gold,Pretzels ,Undeclared Peanut,Frito-Lay
2016-06-09T00:00:00.0000000,DF Mavens,Chocolate Almond Fudge Frozen Bars ,Undeclared Milk,Fal Foods U.S.A. Inc.
2016-06-08T00:00:00.0000000,Multiple brands,"Sunflower Kernels, Sweet & Salty Mix and Cajun Hot Mix ",Listeria monocytogenes,Rucker's Wholesale and Service Co
2016-06-08T00:00:00.0000000,Stuckey's,Sunflower Kernels ,Listeria monocytogenes,"Taylor's Candy, Inc."
2016-06-08T00:00:00.0000000,Nature Made,Adult Gummies and Tablets ,Salmonella and Staphylococcus aureus,Pharmavite LLC
2016-06-07T00:00:00.0000000,Market District,Sunflower Seeds ,Listeria monocytogenes,Giant Eagle
2016-06-07T00:00:00.0000000,Market District,Sunflower Seeds ,Listeria monocytogenes,Giant Eagle
2016-06-07T00:00:00.0000000,Market District,Sunflower Seeds ,Listeria monocytogenes,Giant Eagle
2016-06-07T00:00:00.0000000,Market District,Sunflower Seeds ,Listeria monocytogenes,Giant Eagle
2016-06-07T00:00:00.0000000,Step 2,Dietary Supplement ,Undeclared Sibutramine; Unapproved New Drug,The Body Shot Bar
2016-06-07T00:00:00.0000000,Dollywood,Cajun Mix ,Listeria monocytogenes,"Rucker's Makin' Batch Candies, Inc"
2016-06-06T00:00:00.0000000,Rold Gold,Pretzels ,Undeclared Peanut,Frito-Lay
2016-06-06T00:00:00.0000000,Waffle Works,Double Chocolate Waffle Sandwiches ,Undeclared Milk,Herr Foods Inc.
2016-06-06T00:00:00.0000000,SoFit,"Sunflower seeds, Pumpkin seeds, Almonds ",Listeria monocytogenes,The Hershey Company
2016-06-04T00:00:00.0000000,MaraNatha,Sunflower Seed Butter ,Listeria monocytogenes,MaraNatha
2016-06-04T00:00:00.0000000,PediaSmart,Dairy Vanilla complete nutrition beverage powder packaged in 12.7 ounce cans ,Possible under-delivery of nutrition using included scoop,Nature's One
2016-06-03T00:00:00.0000000,Mountain Thins,Trail Mix ,Listeria monocytogenes,Brown & Haley
2016-06-03T00:00:00.0000000,Hostess,"Snack cakes, donuts ",Undeclared peanut,Hostess Brands LLC
2016-06-03T00:00:00.0000000,"Kashi, Bear Naked","Snack bars, granola, granola bars ",Listeria monocytogenes,Kashi Company
2016-06-03T00:00:00.0000000,Jarlsberg,"Cheese spread, cookies and cream dessert ",Undeclared eggs,Chelsea Food Services
2016-06-03T00:00:00.0000000,"Hickory Harvest, IM Good, Sheetz, and others",Sunflower Kernels ,Listeria monocytogenes,Hickory Harvest Foods
2016-06-03T00:00:00.0000000,Atkins,Various Bar Products ,Listeria monocytogenes,"Atkins Nutritionals, Inc."
2016-06-03T00:00:00.0000000,Bayou Brothers,Creole sauce ,Undeclared fish,Bayou Brothers
2016-06-03T00:00:00.0000000,Post,"Great Grains Protein Blend – Honey, Oats & Seeds cereal ",Listeria monocytogenes,Post Consumer Brands
2016-06-03T00:00:00.0000000,Hy-Vee,"Salad topping, trail mix, trail mix bars, protein bars ",Listeria monocytogenes,"Hy-Vee, Inc."
2016-06-03T00:00:00.0000000,"Alpine Valley, Wegmans, Flave Fitness, Gonzo, more",Products containing sunflower kernels ,Listeria monocytogenes,First Source
2016-06-02T00:00:00.0000000,Clif and Clif Bar,"Energy bars, trail mix bars ",Listeria monocytogenes,Clif Bar & Company
2016-06-02T00:00:00.0000000,"Jungle Jim, Windy Acres","Sunflower seeds, trail mix ",Listeria monocytogenes,Windy Acres Candy & Nut Company
2016-06-02T00:00:00.0000000,Quaker,Quinoa granola bars ,Listeria monocytogenes,The Quaker Oats Company
2016-06-02T00:00:00.0000000,Sun Life,Sunflower spreads ,Listeria monocytogenes,Nu Life Market
2016-06-02T00:00:00.0000000,"Durkee, Food Club, Hy-Vee",Salad toppings ,Listeria monocytogenes,"ACH Food Companies, Inc."
2016-06-02T00:00:00.0000000,"Bybee's,Columbia River Organics, Northwest Growers Select and others",Frozen Organic and Traditional Fruits and Vegetables ,"Listeria monocytogenes, CRF2016",CRF Frozen Foods
2016-06-02T00:00:00.0000000,Nature Valley,Protein Chewy Bars and Simple Nut Bars ,Listeria monocytogenes,General Mills
2016-06-01T00:00:00.0000000,"Various: Sunrich, Spitz, Navitas Natural, Planters, Kar's",Sunflower kernels ,Listeria monocytogenes,SunOpta Inc.
2016-06-01T00:00:00.0000000,Frontera,Frontera ,Undeclared Soy,Frontera Foods
2016-06-01T00:00:00.0000000,Publix,"Nut, Seed and Raisin mix ",Listeria monocytogenes,Publix Super Markets
2016-06-01T00:00:00.0000000,Meadow Gold,Whipping cream and Half & Half ,Insufficient pasteurization,Meadow Gold Dairy
2016-05-31T00:00:00.0000000,Kashi and Bear Naked,"Granola Bars, Granola ",Listeria monocytogenes,Kashi Company
2016-05-31T00:00:00.0000000,Backroad Country,"Cranberry Nut Delight Mix, Honey Island Crunch Mix, Peanut Butter Pretzels, Walnuts Halves & Pieces, Sun Flower seeds ",Listeria monocytogenes,Troyer® Cheese Inc.
2016-05-31T00:00:00.0000000,"Gold Medal, Gold Medal Wondra, Signature Kitchens",Flour ,E.coli,General Mills
2016-05-28T00:00:00.0000000,365 by Whole Foods Market,"Kimchi, Fried Rice, Guacamole ","Undeclared fish, shellfish or tree nuts (pine nuts)",Whole Foods Market
2016-05-27T00:00:00.0000000,Sweet Earth,Burrito ,Undeclared milk,Sweet Earth
2016-05-27T00:00:00.0000000,Domaine de Provence,Tart shells ,Undeclared egg and coconut,Sid Wainer & Son
2016-05-24T00:00:00.0000000,C. J. Dannemiller Co.,Sunflower kernels ,Listeria monocytogenes,C. J. Dannemiller Co.
2016-05-24T00:00:00.0000000,E.S. Foods,Products containing sunflower kernels ,Listeria monocytogenes,E.S. Foods
2016-05-24T00:00:00.0000000,Backroad Country,"Cranberry Nut Delight Mix, Honey Island Crunch Mix, Peanut Butter Pretzels, Walnuts Halves & Pieces ",Listeria monocytogenes,Troyer Cheese Inc.
2016-05-24T00:00:00.0000000,"Eillien's, Blain's Farm & Fleet, Figi's, more",Snack products ,Listeria monocytogenes,Eillien's Candies Inc.
2016-05-23T00:00:00.0000000,"Alpine Valley, Wegmans, Flave Fitness, Gonzo, more",Products containing sunflower kernels ,Listeria monocytogenes,First Source
2016-05-22T00:00:00.0000000,Hy-Vee,Trail mix products ,Listeria monocytogenes,"Hy-Vee, Inc."
2016-05-21T00:00:00.0000000,"Albertsons-Safeway, Bashas, more",Oriental Salad with sesame ginger dressing ,Listeria monocytogenes,"Papa John's Salad and Produce, Inc."
2016-05-21T00:00:00.0000000,Kroger Co.,"Salad Toppers Sunflower Kernels, Sunflower Kernels, Cranberry Delight Trail Mix ",Listeria monocytogenes,Kroger Co.
2016-05-20T00:00:00.0000000,Dakota Style,Sunflower kernels ,Listeria monocytogenes,"Dakota Style Foods, Inc."
2016-05-20T00:00:00.0000000,"Hickory Harvest, Big Y, Amish Farms, more",Products containing sunflower kernels ,Listeria monocytogenes,Hickory Harvest Foods
2016-05-19T00:00:00.0000000,"Southern Grove, Naturally Select, more","Sunflower seeds, kernels, trail mix products ",Listeria monocytogenes,"TreeHouse Foods, Inc."
2016-05-19T00:00:00.0000000,The Caramel Factory,"Candies, chocolates and baked goods ","Undeclared milk, eggs, peanuts, tree nuts, soy, and/or wheat","The Caramel Factory, LLC"
2016-05-18T00:00:00.0000000,Amino Gold,Supplements ,Undeclared milk,Ultimate Nutrition
2016-05-18T00:00:00.0000000,Sunrich Naturals and Planters,Sunflower kernel products ,Listeria monocytogenes,SunOpta
2016-05-17T00:00:00.0000000,Well Care Compounding Pharmacy,Unexpired sterile compounded products ,Concern over lack of sterility assurance,Well Care Compounding Pharmacy
2016-05-17T00:00:00.0000000,Birdy,Coffee mix (Robusta) ,Undeclared milk,Food Gusto Inc.
2016-05-17T00:00:00.0000000,"Tai Pei, Trader Joe's, Hy-Vee, more",Frozen foods ,"Listeria monocytogenes, CRF2016","Ajinomoto Windsor, Inc."
2016-05-16T00:00:00.0000000,Quaker,Quinoa granola bars ,Listeria monocytogenes,The Quaker Oats Company
2016-05-16T00:00:00.0000000,Stahlbush,IQF Green Beans ,Listeria monocytogenes,"Stahlbush Island Farms, Inc."
2016-05-13T00:00:00.0000000,"Fresh Attractions, 1897, Ciao, Farmers Market, more",Trail Mix ,Listeria monocytogenes,HMSHost
2016-05-13T00:00:00.0000000,Hy-Vee,Fried Rice ,Listeria monocytogenes,"Hy-Vee, Inc."
2016-05-13T00:00:00.0000000,The Farmers Market,Chopped Asian Salad Kit ,"Undeclared Almonds, Soy and Wheat",Fresh Express
2016-05-13T00:00:00.0000000,"Dr. Praeger's, Ungar's and more",Frozen food items ,Listeria monocytogenes (CRF2016),"Dr. Praeger's Sensible Foods, Inc."
2016-05-13T00:00:00.0000000,Productos Del Campo Castillo,Habanero Peppers ,Salmonella,Montero Farms
2016-05-12T00:00:00.0000000,Piggly Wiggly,Yellow Cut Corn ,"Listeria monocytogenes, CRF2016",McCall Farms Inc.
2016-05-11T00:00:00.0000000,Whole Foods Market,Korean BBQ Sauce ,Undeclared peanuts and tree nuts (coconut),Whole Foods Market
2016-05-11T00:00:00.0000000,Vending Nut Company,Sunflower kernel products ,Listeria monocytogenes,Vending Nut Company
2016-05-10T00:00:00.0000000,"Nature's Promise, Woodstock, Market Basket, Woodfield Farms",Walnuts and walnut-containing products ,Listeria monocytogenes,United Natural Trading LLC dba Woodstock Farms Manufacturing
2016-05-10T00:00:00.0000000,Frontier Co-op,Organic Hojicha Tea ,Salmonella,Frontier Co-op
2016-05-10T00:00:00.0000000,Trader Joe's,Kale & Edamame Salad ,Salmonella,"WCD Kitchen, LLC"
2016-05-10T00:00:00.0000000,Simple Truth,Organic mixed vegetables ,"Listeria monocytogenes, CRF2016",The Kroger Co.
2016-05-10T00:00:00.0000000,Publix,Cranberry nut and seed mix ,Listeria monocytogenes,Publix Super Markets
2016-05-10T00:00:00.0000000,"Tiger-X, Ninja-X, Ginseng Power-X, Super Samurai-X",Marketed as a dietary supplement ,"Products contain Sildenafil, and analogs of Sildenafil","SOS Telecom, Inc."
2016-05-09T00:00:00.0000000,Natural Directions,Organic Mixed Vegetables and Organic Green Peas ,"Listeria monocytogenes, CRF2016","NORPAC Foods, Inc."
2016-05-09T00:00:00.0000000,Uncle Bucks,Sweet & Salty Trail Mix ,Listeria monocytogenes,Rucker’s Wholesale and Service Co.
2016-05-09T00:00:00.0000000,Let's Talk Health,"""Energizer Drink Mix,"" Agua Vitae Liquid Multi-Vitamin, Agua Vitae Kids Liquid Multi-Vitamin and Tox-Elim ",Undeclared milk and soy,"Let's Talk Health, Inc."
2016-05-09T00:00:00.0000000,Kroger,Broccoli Raisin Salad ,Listeria monocytogenes,The Kroger Co.
2016-05-09T00:00:00.0000000,Pictsweet,Frozen Vegetables ,"Listeria monocytogenes, CRF2016",The Pictsweet Company
2016-05-09T00:00:00.0000000,Dollywood,Sweet & Salty Trail Mix ,Listeria monocytogenes,"Rucker's Makin' Batch Candies, Inc."
2016-05-07T00:00:00.0000000,"Kroger, P$$T",Frozen Vegetables ,Listeria monocytogenes (CRF2016),The Pictsweet Company
2016-05-07T00:00:00.0000000,"Kroger, P$$T",Frozen Vegetables ,"Listeria monocytogenes, CRF2016",The Pictsweet Company
2016-05-06T00:00:00.0000000,"Central Market Organic, HEB, Sweetfrost and Woodstock",Vegetable Products Containing Organic Peas ,"Listeria monocytogenes, CRF2016","Twin City Foods, Inc"
2016-05-06T00:00:00.0000000,Pulmuone,Korean Noodles ,Undeclared Milk,Pulmuone Foods USA
2016-05-06T00:00:00.0000000,"Watts Brothers Farms, Trader Joe’s",Frozen vegetable products ,"Listeria monocytogenes, CRF2016",ConAgra Foods
2016-05-06T00:00:00.0000000,Manna Pro,Chick Starter Medicated ,May contain excessive salt,"Manna Pro Products, LLC"
2016-05-06T00:00:00.0000000,Dorothy Lynch Home Style Dressing,Dorothy Lynch Home Style Dressing ,Bacteria (lactobacillus),"Tasty Toppings, Inc."
2016-05-06T00:00:00.0000000,Harris Teeter,Frozen Organic Corn and Frozen Mixed Vegetables ,"Listeria monocytogenes, CRF2016",Harris Teeter
2016-05-05T00:00:00.0000000,Pita Pal,Salads ,"Listeria monocytogenes, CRF2016","Pita Pal Foods, LP"
2016-05-05T00:00:00.0000000,Dakota Style,Sunflower kernels ,Listeria monocytogenes,"Dakota Style Foods, Inc."
2016-05-05T00:00:00.0000000,"Watts Brothers Farms, Trader Joe's",Frozen vegetable products ,"Listeria monocytogenes, CRF2016",ConAgra Foods
2016-05-05T00:00:00.0000000,"Creative Snacks Co., Heart Smart Mix, The Fresh Market, Plentiful Planet, and others",Sunflower Seed Products bulk and packaged ,Listeria monocytogenes,Creative Snacks Co.
2016-05-05T00:00:00.0000000,Millville,Schulze and Burch Biscuit Co ,Listeria monocytogenes,Schulze and Burch Biscuit Co.
2016-05-05T00:00:00.0000000,Golden Gourmet,Veggie Chips ,Undeclared Milk,Bickel’s Snack Foods
2016-05-05T00:00:00.0000000,PharMEDium,Sterile Preparations Compounded With Fresenius Kabi Sensorcaine-MPF (bupivacaine HCl) ,Presence of glass particulate,PharMEDium Services LLC
2016-05-05T00:00:00.0000000,Publix,Wheatberry Salad Containing Sunflower Kernels ,Listeria monocytogenes,Publix Supermarkets Inc.
2016-05-04T00:00:00.0000000,Mountain Thins,"Mountain Thins ""Trail Mix"" ",Listeria monocytogenes,Brown & Haley
2016-05-04T00:00:00.0000000,Kroger,"Sunflower Salad Toppers, Sunflower Kernels, and Cranberry Delight Trail Mix ",Listeria monocytogenes,The Kroger Co.
2016-05-04T00:00:00.0000000,Market District,Sunflower Kernels ,Listeria monocytogenes,Giant Eagle
2016-05-04T00:00:00.0000000,Dakota’s Best Biggy’s and Planters,Sunflower Kernels ,Listeria monocytogenes,SunOpta
2016-05-04T00:00:00.0000000,"Southern Grove, Natures Harvest, Roundy and others",Snacks containing sunflower kernels ,Listeria monocytogenes,"TreeHouse Foods, Inc"
2016-05-04T00:00:00.0000000,"Hickory Harvest, IM Good, Sheetz, and others",Sunflower Kernels ,Listeria monocytogenes,Hickory Harvest Foods
2016-05-03T00:00:00.0000000,Frontera,Frontera ,Undeclared Soy,Frontera Foods
2016-05-03T00:00:00.0000000,Market District,Sunflower Kernels ,Listeria monocytogenes,Giant Eagle
2016-05-03T00:00:00.0000000,Market District,Sunflower Kernels ,Listeria monocytogenes,Giant Eagle
2016-05-03T00:00:00.0000000,"Beacon, Shuttle, Fluoro-Set, and others",Catheters with Beacon Tip technology ,"May exhibit polymer degradation of the catheter tip, resulting in tip fracture and/or separation",Cook Medical
2016-05-03T00:00:00.0000000,Blue Bell,Rocky Road Ice Cream ,Undeclared Allergens Soy and Wheat,Blue Bell Ice Cream
2016-05-03T00:00:00.0000000,Market District,Sunflower Kernels ,Listeria monocytogenes,Giant Eagle
2016-05-03T00:00:00.0000000,"Southern Grove, Natures Harvest, Roundy and others",Snacks containing sunflower kernels ,Listeria monocytogenes,"TreeHouse Foods, Inc."
2016-05-02T00:00:00.0000000,Vitalicious,VITALICIOUS Apple Crumb VitaTops ,Undeclared Milk Allergen,Vitalicious Acquisition LLC
2016-05-02T00:00:00.0000000,Giant Eagle,Walnut Delight and Pecan Tassie cookies ,Undeclared Milk Allergen,Giant Eagle
2016-05-02T00:00:00.0000000,"Bybee's,Columbia River Organics, Northwest Growers Select and others",Frozen Organic and Traditional Fruits and Vegetables ,"Listeria monocytogenes, CRF2016",CRF Frozen Foods
2016-04-30T00:00:00.0000000,"Safeway, ACME, and Jewel","8"" Single Layer Red Velvet Cake and 12"" Decorated Chocolate Chip Cookie ",Undeclared Peanut Allergen,CSM Bakery Solutions
2016-04-29T00:00:00.0000000,Black Gold and 3rd Degree,Marketed as a dietary supplement ,Undeclared Sibutramine and Sildenafil,"Making It A Lifestyle, LLC."
2016-04-29T00:00:00.0000000,7-Eleven,7-Eleven Fresh To Go Cookies ,Undeclared Peanuts,Bakery Express of Central FL
2016-04-29T00:00:00.0000000,The Republic of Tea,Organic Turmeric Ginger Green Tea ,Salmonella,The Republic of Tea
2016-04-29T00:00:00.0000000,Cinnabon,Cinnabon Stix ,Undeclared Peanut Allergen,CSM Bakery Solutions
2016-04-28T00:00:00.0000000,Choice Products and New Life,Undeclared Milk and Soy Lecithin ,Undeclared Milk and Soy Lecithin,"World's Choice Products, Inc."
2016-04-28T00:00:00.0000000,7-Eleven,7-Eleven Fresh Baked Cookies ,Undeclared Peanuts,"7-Eleven, Inc."
